failure,id
0.19724249793222084,26570
0.18417720641320404,26571
0.18934834157556626,26572
0.18466263571827565,26573
0.3461039778735679,26574
0.17053127610759464,26575
0.15530060499311982,26576
0.24339709531211356,26577
0.14328477961029634,26578
0.16845093661951382,26579
0.1518053932328884,26580
0.21034922073474777,26581
0.23807600201634252,26582
0.18343471267610287,26583
0.23147279700082837,26584
0.17528189514701922,26585
0.18495236220048739,26586
0.16352132303232614,26587
0.2250597498235271,26588
0.17992803995051374,26589
0.18852880391403312,26590
0.2360796100693349,26591
0.24609780409377602,26592
0.18835737153419166,26593
0.1778515396233039,26594
0.22143659576458521,26595
0.2373676036236758,26596
0.18936251291797027,26597
0.28756241615875683,26598
0.17835103425479001,26599
0.1905359007217908,26600
0.22221646512046186,26601
0.31397972992276735,26602
0.19308675797820415,26603
0.1669796101192827,26604
0.1693317509380953,26605
0.13714616646633276,26606
0.1841712297729282,26607
0.15095998286739484,26608
0.23763550480154236,26609
0.17401997126209445,26610
0.22365422289508835,26611
0.1334859445486412,26612
0.21640700919839598,26613
0.1725473260482578,26614
0.19110639881766786,26615
0.26793735954534803,26616
0.1499809334579168,26617
0.4035641749945715,26618
0.17477954927366024,26619
0.19345790137868277,26620
0.1749037509964063,26621
0.18702389484790463,26622
0.22473223617657886,26623
0.19301904831111136,26624
0.231134363308614,26625
0.15467870937034384,26626
0.3568000465688844,26627
0.14511070017408093,26628
0.3107673875668948,26629
0.19172888120786116,26630
0.23256918825079193,26631
0.23597006861463887,26632
0.2305166227827696,26633
0.23727913540943452,26634
0.2553520753076817,26635
0.4191902255195711,26636
0.21445045239615043,26637
0.2817416171028737,26638
0.15871955443348093,26639
0.19959194038340347,26640
0.2089055842913218,26641
0.25486589836376006,26642
0.2520999823656551,26643
0.17310595793183425,26644
0.19228710815886138,26645
0.25846441832207806,26646
0.23912009720704291,26647
0.1985856508549231,26648
0.21569409805705528,26649
0.24854685454850112,26650
0.2013959696872687,26651
0.23059370991540454,26652
0.2316693746887033,26653
0.2875353437687814,26654
